TBLID,GEOID,GEONAME,ORDER,TITLE,ESTIMATE,MG_ERROR
B06011,05000US51177,"Spotsylvania County, Virginia",1,Total:,"39,734","+/-3,472"
B06011,05000US51177,"Spotsylvania County, Virginia",2,Born in state of residence,"30,862","+/-3,999"
B06011,05000US51177,"Spotsylvania County, Virginia",3,Born in other state of the United States,"47,222","+/-3,951"
B06011,05000US51177,"Spotsylvania County, Virginia",4,Native; born outside the United States,"23,107","+/-14,310"
B06011,05000US51177,"Spotsylvania County, Virginia",5,Foreign born,"34,666","+/-7,995"
B06011,05000US51179,"Stafford County, Virginia",0.5,Median income in the past 12 months --,,
B06011,05000US51179,"Stafford County, Virginia",1,Total:,"44,363","+/-3,620"
B06011,05000US51179,"Stafford County, Virginia",2,Born in state of residence,"35,030","+/-8,849"
B06011,05000US51179,"Stafford County, Virginia",3,Born in other state of the United States,"54,371","+/-6,588"
B06011,05000US51179,"Stafford County, Virginia",4,Native; born outside the United States,"70,852","+/-63,760"
B06011,05000US51179,"Stafford County, Virginia",5,Foreign born,"37,338","+/-9,746"
B06011,05000US51199,"York County, Virginia",0.5,Median income in the past 12 months --,,
B06011,05000US51199,"York County, Virginia",1,Total:,"40,918","+/-1,872"
B06011,05000US51199,"York County, Virginia",2,Born in state of residence,"31,915","+/-9,181"
B06011,05000US51199,"York County, Virginia",3,Born in other state of the United States,"43,112","+/-2,997"
B06011,05000US51199,"York County, Virginia",4,Native; born outside the United States,"44,455","+/-9,186"
B06011,05000US51199,"York County, Virginia",5,Foreign born,"36,054","+/-28,142"
B06011,05000US51510,"Alexandria city, Virginia",0.5,Median income in the past 12 months --,,
B06011,05000US51510,"Alexandria city, Virginia",1,Total:,"60,606","+/-2,497"
B06011,05000US51510,"Alexandria city, Virginia",2,Born in state of residence,"55,815","+/-8,992"
B06011,05000US51510,"Alexandria city, Virginia",3,Born in other state of the United States,"80,304","+/-4,083"
B06011,05000US51510,"Alexandria city, Virginia",4,Native; born outside the United States,"51,875","+/-31,857"
B06011,05000US51510,"Alexandria city, Virginia",5,Foreign born,"30,966","+/-3,305"
B06011,05000US51550,"Chesapeake city, Virginia",0.5,Median income in the past 12 months --,,
B06011,05000US51550,"Chesapeake city, Virginia",1,Total:,"37,329","+/-1,926"
B06011,05000US51550,"Chesapeake city, Virginia",2,Born in state of residence,"31,380","+/-1,903"
B06011,05000US51550,"Chesapeake city, Virginia",3,Born in other state of the United States,"46,189","+/-3,084"
B06011,05000US51550,"Chesapeake city, Virginia",4,Native; born outside the United States,"40,720","+/-13,329"
B06011,05000US51550,"Chesapeake city, Virginia",5,Foreign born,"31,585","+/-3,186"
B06011,05000US51650,"Hampton city, Virginia",0.5,Median income in the past 12 months --,,
B06011,05000US51650,"Hampton city, Virginia",1,Total:,"31,740","+/-1,500"
B06011,05000US51650,"Hampton city, Virginia",2,Born in state of residence,"28,066","+/-3,360"
B06011,05000US51650,"Hampton city, Virginia",3,Born in other state of the United States,"35,437","+/-2,952"
B06011,05000US51650,"Hampton city, Virginia",4,Native; born outside the United States,"37,131","+/-24,940"
B06011,05000US51650,"Hampton city, Virginia",5,Foreign born,"30,707","+/-6,367"
B06011,05000US51680,"Lynchburg city, Virginia",0.5,Median income in the past 12 months --,,
B06011,05000US51680,"Lynchburg city, Virginia",1,Total:,"20,538","+/-1,211"
B06011,05000US51680,"Lynchburg city, Virginia",2,Born in state of residence,"20,452","+/-2,130"
B06011,05000US51680,"Lynchburg city, Virginia",3,Born in other state of the United States,"19,786","+/-2,385"
B06011,05000US51680,"Lynchburg city, Virginia",4,Native; born outside the United States,"13,750","+/-9,162"
B06011,05000US51680,"Lynchburg city, Virginia",5,Foreign born,"28,512","+/-12,476"
B06011,05000US51700,"Newport News city, Virginia",0.5,Median income in the past 12 months --,,
B06011,05000US51700,"Newport News city, Virginia",1,Total:,"29,926","+/-1,941"
B06011,05000US51700,"Newport News city, Virginia",2,Born in state of residence,"27,140","+/-3,316"
B06011,05000US51700,"Newport News city, Virginia",3,Born in other state of the United States,"31,973","+/-3,858"
B06011,05000US51700,"Newport News city, Virginia",4,Native; born outside the United States,"26,524","+/-10,844"
B06011,05000US51700,"Newport News city, Virginia",5,Foreign born,"30,640","+/-3,033"
B06011,05000US51710,"Norfolk city, Virginia",0.5,Median income in the past 12 months --,,
B06011,05000US51710,"Norfolk city, Virginia",1,Total:,"25,725","+/-1,029"
B06011,05000US51710,"Norfolk city, Virginia",2,Born in state of residence,"20,935","+/-1,123"
B06011,05000US51710,"Norfolk city, Virginia",3,Born in other state of the United States,"29,951","+/-1,857"
B06011,05000US51710,"Norfolk city, Virginia",4,Native; born outside the United States,"31,745","+/-8,027"
B06011,05000US51710,"Norfolk city, Virginia",5,Foreign born,"26,668","+/-3,183"
B06011,05000US51740,"Portsmouth city, Virginia",0.5,Median income in the past 12 months --,,
B06011,05000US51740,"Portsmouth city, Virginia",1,Total:,"26,181","+/-1,454"
B06011,05000US51740,"Portsmouth city, Virginia",2,Born in state of residence,"25,741","+/-2,155"
B06011,05000US51740,"Portsmouth city, Virginia",3,Born in other state of the United States,"25,824","+/-3,826"
B06011,05000US51740,"Portsmouth city, Virginia",4,Native; born outside the United States,"40,505","+/-24,904"
B06011,05000US51740,"Portsmouth city, Virginia",5,Foreign born,"27,800","+/-9,511"
B06011,05000US51760,"Richmond city, Virginia",0.5,Median income in the past 12 months --,,
B06011,05000US51760,"Richmond city, Virginia",1,Total:,"26,829","+/-1,010"
B06011,05000US51760,"Richmond city, Virginia",2,Born in state of residence,"25,687","+/-1,404"
B06011,05000US51760,"Richmond city, Virginia",3,Born in other state of the United States,"31,059","+/-2,246"
B06011,05000US51760,"Richmond city, Virginia",4,Native; born outside the United States,"49,130","+/-23,925"
B06011,05000US51760,"Richmond city, Virginia",5,Foreign born,"22,931","+/-4,263"
B06011,05000US51770,"Roanoke city, Virginia",0.5,Median income in the past 12 months --,,
B06011,05000US51770,"Roanoke city, Virginia",1,Total:,"23,953","+/-2,322"
B06011,05000US51770,"Roanoke city, Virginia",2,Born in state of residence,"22,377","+/-3,070"
B06011,05000US51770,"Roanoke city, Virginia",3,Born in other state of the United States,"28,537","+/-3,670"
B06011,05000US51770,"Roanoke city, Virginia",4,Native; born outside the United States,"29,635","+/-16,777"
B06011,05000US51770,"Roanoke city, Virginia",5,Foreign born,"22,683","+/-4,218"
B06011,05000US51800,"Suffolk city, Virginia",0.5,Median income in the past 12 months --,,
B06011,05000US51800,"Suffolk city, Virginia",1,Total:,"38,100","+/-3,814"
B06011,05000US51800,"Suffolk city, Virginia",2,Born in state of residence,"28,194","+/-3,532"
B06011,05000US51800,"Suffolk city, Virginia",3,Born in other state of the United States,"48,127","+/-3,528"
B06011,05000US51800,"Suffolk city, Virginia",4,Native; born outside the United States,"46,077","+/-21,034"
B06011,05000US51800,"Suffolk city, Virginia",5,Foreign born,"43,544","+/-8,222"
B06011,05000US51810,"Virginia Beach city, Virginia",0.5,Median income in the past 12 months --,,
B06011,05000US51810,"Virginia Beach city, Virginia",1,Total:,"38,147","+/-1,567"
B06011,05000US51810,"Virginia Beach city, Virginia",2,Born in state of residence,"33,340","+/-3,651"
B06011,05000US51810,"Virginia Beach city, Virginia",3,Born in other state of the United States,"41,892","+/-1,256"
B06011,05000US51810,"Virginia Beach city, Virginia",4,Native; born outside the United States,"43,225","+/-11,297"
B06011,05000US51810,"Virginia Beach city, Virginia",5,Foreign born,"31,263","+/-1,888"
B06011,05000US53005,"Benton County, Washington",0.5,Median income in the past 12 months --,,
B06011,05000US53005,"Benton County, Washington",1,Total:,"31,983","+/-1,193"
B06011,05000US53005,"Benton County, Washington",2,Born in state of residence,"29,121","+/-3,574"
B06011,05000US53005,"Benton County, Washington",3,Born in other state of the United States,"35,620","+/-2,541"
B06011,05000US53005,"Benton County, Washington",4,Native; born outside the United States,"74,982","+/-62,563"
B06011,05000US53005,"Benton County, Washington",5,Foreign born,"31,172","+/-5,312"
B06011,05000US53007,"Chelan County, Washington",0.5,Median income in the past 12 months --,,
B06011,05000US53007,"Chelan County, Washington",1,Total:,"29,373","+/-2,378"
B06011,05000US53007,"Chelan County, Washington",2,Born in state of residence,"31,106","+/-4,695"
B06011,05000US53007,"Chelan County, Washington",3,Born in other state of the United States,"31,982","+/-2,930"
B06011,05000US53007,"Chelan County, Washington",4,Native; born outside the United States,"4,828","+/-81,577"
B06011,05000US53007,"Chelan County, Washington",5,Foreign born,"24,638","+/-2,304"
B06011,05000US53009,"Clallam County, Washington",0.5,Median income in the past 12 months --,,
B06011,05000US53009,"Clallam County, Washington",1,Total:,"29,650","+/-2,735"
B06011,05000US53009,"Clallam County, Washington",2,Born in state of residence,"27,175","+/-4,170"
B06011,05000US53009,"Clallam County, Washington",3,Born in other state of the United States,"30,813","+/-1,951"
B06011,05000US53009,"Clallam County, Washington",4,Native; born outside the United States,"32,769","+/-14,198"
B06011,05000US53009,"Clallam County, Washington",5,Foreign born,"19,631","+/-14,018"
B06011,05000US53011,"Clark County, Washington",0.5,Median income in the past 12 months --,,
B06011,05000US53011,"Clark County, Washington",1,Total:,"36,100",+/-768
B06011,05000US53011,"Clark County, Washington",2,Born in state of residence,"34,911","+/-1,877"
B06011,05000US53011,"Clark County, Washington",3,Born in other state of the United States,"37,440","+/-1,507"
B06011,05000US53011,"Clark County, Washington",4,Native; born outside the United States,"42,756","+/-20,903"
B06011,05000US53011,"Clark County, Washington",5,Foreign born,"31,684","+/-2,914"
B06011,05000US53015,"Cowlitz County, Washington",0.5,Median income in the past 12 months --,,
B06011,05000US53015,"Cowlitz County, Washington",1,Total:,"28,381","+/-2,163"
B06011,05000US53015,"Cowlitz County, Washington",2,Born in state of residence,"28,573","+/-3,504"
B06011,05000US53015,"Cowlitz County, Washington",3,Born in other state of the United States,"29,736","+/-4,021"
B06011,05000US53015,"Cowlitz County, Washington",4,Native; born outside the United States,"51,601","+/-54,048"
B06011,05000US53015,"Cowlitz County, Washington",5,Foreign born,"25,452","+/-5,181"
B06011,05000US53021,"Franklin County, Washington",0.5,Median income in the past 12 months --,,
B06011,05000US53021,"Franklin County, Washington",1,Total:,"29,997","+/-2,500"
B06011,05000US53021,"Franklin County, Washington",2,Born in state of residence,"31,098","+/-2,458"
B06011,05000US53021,"Franklin County, Washington",3,Born in other state of the United States,"29,880","+/-4,810"
B06011,05000US53021,"Franklin County, Washington",4,Native; born outside the United States,"35,801","+/-23,342"
B06011,05000US53021,"Franklin County, Washington",5,Foreign born,"26,703","+/-4,033"
B06011,05000US53025,"Grant County, Washington",0.5,Median income in the past 12 months --,,
B06011,05000US53025,"Grant County, Washington",1,Total:,"26,601","+/-1,790"
B06011,05000US53025,"Grant County, Washington",2,Born in state of residence,"28,406","+/-2,370"
B06011,05000US53025,"Grant County, Washington",3,Born in other state of the United States,"24,433","+/-3,677"
B06011,05000US53025,"Grant County, Washington",4,Native; born outside the United States,"35,042","+/-36,669"
B06011,05000US53025,"Grant County, Washington",5,Foreign born,"26,207","+/-2,537"
B06011,05000US53027,"Grays Harbor County, Washington",0.5,Median income in the past 12 months --,,
B06011,05000US53027,"Grays Harbor County, Washington",1,Total:,"24,330","+/-1,901"
B06011,05000US53027,"Grays Harbor County, Washington",2,Born in state of residence,"25,181","+/-2,676"
B06011,05000US53027,"Grays Harbor County, Washington",3,Born in other state of the United States,"22,587","+/-3,828"
B06011,05000US53027,"Grays Harbor County, Washington",4,Native; born outside the United States,"27,505","+/-9,992"
B06011,05000US53027,"Grays Harbor County, Washington",5,Foreign born,"35,126","+/-17,638"
B06011,05000US53029,"Island County, Washington",0.5,Median income in the past 12 months --,,
B06011,05000US53029,"Island County, Washington",1,Total:,"31,242","+/-1,472"
B06011,05000US53029,"Island County, Washington",2,Born in state of residence,"28,976","+/-4,400"
B06011,05000US53029,"Island County, Washington",3,Born in other state of the United States,"32,189","+/-2,785"
B06011,05000US53029,"Island County, Washington",4,Native; born outside the United States,"24,074","+/-18,077"
B06011,05000US53029,"Island County, Washington",5,Foreign born,"25,558","+/-8,367"
B06011,05000US53033,"King County, Washington",0.5,Median income in the past 12 months --,,
B06011,05000US53033,"King County, Washington",1,Total:,"46,003",+/-686
B06011,05000US53033,"King County, Washington",2,Born in state of residence,"41,170","+/-1,038"
B06011,05000US53033,"King County, Washington",3,Born in other state of the United States,"51,467",+/-779
B06011,05000US53033,"King County, Washington",4,Native; born outside the United States,"43,731","+/-5,882"
B06011,05000US53033,"King County, Washington",5,Foreign born,"41,558","+/-1,165"
B06011,05000US53035,"Kitsap County, Washington",0.5,Median income in the past 12 months --,,
B06011,05000US53035,"Kitsap County, Washington",1,Total:,"36,363",+/-888
B06011,05000US53035,"Kitsap County, Washington",2,Born in state of residence,"35,299","+/-2,313"
B06011,05000US53035,"Kitsap County, Washington",3,Born in other state of the United States,"38,310","+/-1,957"
B06011,05000US53035,"Kitsap County, Washington",4,Native; born outside the United States,"36,497","+/-6,274"
B06011,05000US53035,"Kitsap County, Washington",5,Foreign born,"26,368","+/-6,258"
B06011,05000US53041,"Lewis County, Washington",0.5,Median income in the past 12 months --,,
B06011,05000US53041,"Lewis County, Washington",1,Total:,"28,205","+/-2,645"
B06011,05000US53041,"Lewis County, Washington",2,Born in state of residence,"26,351","+/-3,570"
B06011,05000US53041,"Lewis County, Washington",3,Born in other state of the United States,"30,674","+/-4,019"
B06011,05000US53041,"Lewis County, Washington",4,Native; born outside the United States,"33,633","+/-10,615"
B06011,05000US53041,"Lewis County, Washington",5,Foreign born,"22,108","+/-15,743"
B06011,05000US53045,"Mason County, Washington",0.5,Median income in the past 12 months --,,
B06011,05000US53045,"Mason County, Washington",1,Total:,"27,404","+/-3,242"
B06011,05000US53045,"Mason County, Washington",2,Born in state of residence,"30,217","+/-8,068"
B06011,05000US53045,"Mason County, Washington",3,Born in other state of the United States,"27,131","+/-3,455"
B06011,05000US53045,"Mason County, Washington",4,Native; born outside the United States,"21,966","+/-9,787"
